Subject Description,Catalog Number,Class Number,Class Title,Class Section Number,Course Component Description,Academic Term Description,Class Academic Group Description,Meeting Start Time,Meeting End Time,Days,Building Code,Room,Enrollment Total
Computer Science,1501,30195,ALGORITHM IMPLEMENTATION,1240,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,03:00 PM,04:15 PM,M W               ,BENDM,00158,19
Computer Science,1501,30196,ALGORITHM IMPLEMENTATION,1245,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,03:00 PM,04:15 PM,M W               ,BENDM,00158,22
Computer Science,3790,16343,PATTERN RECOGNITION,1140,Lecture,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:30 AM,12:45 PM,Tu Th             ,BENDM,00G37,7
Economics,0100,29912,INTRO MICROECONOMIC THEORY,1032,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,11:00 AM,11:50 AM,Th                ,BENDM,00G29,34
Economics,0100,29913,INTRO MICROECONOMIC THEORY,1034,Recitation,Spring Term 2016-2017,Dietrich Sch Arts and Sciences,12:00 PM,12:50 PM,Th                ,BENDM,00G29,35
Electrical and Computer Engr,0031,13178,LINEAR CIRCUITS AND SYSTEMS 1,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:30 PM,05:45 PM,M W               ,BENDM,00227,10
Electrical and Computer Engr,0031,13390,LINEAR CIRCUITS AND SYSTEMS 1,1015,Recitation,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,01:50 PM,W                 ,BENDM,00227,10
Electrical and Computer Engr,0132,13232,DIGITAL LOGIC,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,00G37,20
Electrical and Computer Engr,0132,13398,DIGITAL LOGIC,1040,Recitation,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,Th                ,BENDM,00G27,20
Electrical and Computer Engr,0142,13180,COMPUTER ORGANIZATION,1060,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,00226,52
Electrical and Computer Engr,0142,13399,COMPUTER ORGANIZATION,1070,Recitation,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,12:50 PM,F                 ,BENDM,00226,52
Electrical and Computer Engr,0257,13418,ANAL & DESIGN ELECTRONIC CIRCT,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,Tu Th             ,BENDM,00G31,25
Electrical and Computer Engr,0257,27267,ANAL & DESIGN ELECTRONIC CIRCT,1200,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:15 PM,M W               ,BENDM,00G30,27
Electrical and Computer Engr,0501,13391,DIGITAL SYSTEMS LABORATORY,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,11:50 AM,By Appt           ,BENDM,01223C,37
Electrical and Computer Engr,0501,13391,DIGITAL SYSTEMS LABORATORY,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,11:50 AM,M W               ,BENDM,01223B,37
Electrical and Computer Engr,0501,13391,DIGITAL SYSTEMS LABORATORY,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,10:00 AM,11:50 AM,M W               ,BENDM,01223A,37
Electrical and Computer Engr,1186,13321,SOFTWARE ENGINEERING,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,09:00 PM,Th                ,BENDM,00G29,5
Electrical and Computer Engr,1186,13325,SOFTWARE ENGINEERING,1015,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,F                 ,BENDM,01223B,5
Electrical and Computer Engr,1186,13325,SOFTWARE ENGINEERING,1015,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,F                 ,BENDM,01223C,5
Electrical and Computer Engr,1188,30892,CYBER-PHYSICAL SYSTEMS,1041,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:30 PM,03:45 PM,Tu Th             ,BENDM,01223A,5
Electrical and Computer Engr,1193,30991,ADVANCED VLSI DESIGN,1500,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,01211A,2
Electrical and Computer Engr,1193,30992,ADVANCED VLSI DESIGN,1400,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,01:55 PM,F                 ,BENDM,01211A,2
Electrical and Computer Engr,1201,13392,ELECTNC MEASURMNTS & CRCTS LAB,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,M                 ,BENDM,01223A,23
Electrical and Computer Engr,1201,13393,ELECTNC MEASURMNTS & CRCTS LAB,1040,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,03:50 PM,W                 ,BENDM,01223A,23
Electrical and Computer Engr,1212,13406,ELECTRONIC CIRCUIT DESIGN LAB,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:50 AM,Tu                ,BENDM,01223A,42
Electrical and Computer Engr,1212,13406,ELECTRONIC CIRCUIT DESIGN LAB,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:50 AM,Tu                ,BENDM,01223C,42
Electrical and Computer Engr,1212,13406,ELECTRONIC CIRCUIT DESIGN LAB,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,10:50 AM,Tu                ,BENDM,01223B,42
Electrical and Computer Engr,1212,13407,ELECTRONIC CIRCUIT DESIGN LAB,1025,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,11:50 AM,Th                ,BENDM,01223A,42
Electrical and Computer Engr,1212,13407,ELECTRONIC CIRCUIT DESIGN LAB,1025,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,11:50 AM,Th                ,BENDM,01223C,42
Electrical and Computer Engr,1212,13407,ELECTRONIC CIRCUIT DESIGN LAB,1025,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,09:00 AM,11:50 AM,Th                ,BENDM,01223B,42
Electrical and Computer Engr,1232,13241,INTRO LASERS & OPTCL ELECTNC,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,00227,30
Electrical and Computer Engr,1247,13512,SEMICONDUCTOR DEVICE THEORY,1020,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,00G31,40
Electrical and Computer Engr,1259,16324,ELECTROMAGNETICS 1,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:15 PM,Tu Th             ,BENDM,00G26,33
Electrical and Computer Engr,1473,13322,DIGITAL COMMUNICATION SYSTEMS,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:15 PM,Tu Th             ,BENDM,00G29,15
Electrical and Computer Engr,1552,13195,SIGNALS AND SYSTEMS ANALYSIS,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,09:30 AM,10:45 AM,Tu Th             ,BENDM,00227,41
Electrical and Computer Engr,1552,23812,SIGNALS AND SYSTEMS ANALYSIS,1035,Recitation,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,11:50 AM,Th                ,BENDM,00G36,41
Electrical and Computer Engr,1562,22985,DIGITAL AND ANALOG FILTERS,1110,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:30 PM,05:45 PM,M W               ,BENDM,00G29,11
Electrical and Computer Engr,1563,13224,SIGNAL PROCESSING LABORATORY,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,M                 ,BENDM,01223B,35
Electrical and Computer Engr,1563,13224,SIGNAL PROCESSING LABORATORY,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,04:50 PM,M                 ,BENDM,01223C,35
Electrical and Computer Engr,1563,13225,SIGNAL PROCESSING LABORATORY,1015,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:50 PM,W                 ,BENDM,01223C,35
Electrical and Computer Engr,1563,13225,SIGNAL PROCESSING LABORATORY,1015,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,03:00 PM,05:50 PM,W                 ,BENDM,01223B,35
Electrical and Computer Engr,1673,13471,LINEAR CONTROL SYSTEMS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,01223B,28
Electrical and Computer Engr,1673,13471,LINEAR CONTROL SYSTEMS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,01223C,28
Electrical and Computer Engr,1673,13472,LINEAR CONTROL SYSTEMS,1020,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,09:00 PM,Th                ,BENDM,01223C,28
Electrical and Computer Engr,1673,13472,LINEAR CONTROL SYSTEMS,1020,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,09:00 PM,Th                ,BENDM,01223B,28
Electrical and Computer Engr,1750,29601,PWR ELECTRONICS CONVERSION THR,1045,Lecture,Spring Term 2016-2017,Swanson School of Engineering,02:30 PM,03:45 PM,Tu Th             ,BENDM,00158,29
Electrical and Computer Engr,1773,18039,"POWER GENERATION, OPER & CTRL",1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,Tu Th             ,BENDM,00227,10
Electrical and Computer Engr,1885,13210,DEPARTMENTAL SEMINAR,1010,Seminar,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,12:50 PM,M                 ,BENDM,00157,150
Electrical and Computer Engr,1896,13306,SENIOR DESIGN PROJECT,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,01:00 PM,02:50 PM,W                 ,BENDM,00G26,22
Electrical and Computer Engr,2193,29547,ADVANCED VLSI DESIGN,1400,Laboratory,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,01:55 PM,F                 ,BENDM,01211A,9
Electrical and Computer Engr,2193,29559,ADVANCED VLSI DESIGN,1500,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,01211A,9
Electrical and Computer Engr,2235,29561,MONOLITHIC INTEGRATED CIRCUITS,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,M                 ,BENDM,00227,6
Electrical and Computer Engr,2240,29562,NANO-OPTICS,1200,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00227,8
Electrical and Computer Engr,2250,13421,POWER ELECTRONICS,1030,Lecture,Spring Term 2016-2017,Swanson School of Engineering,04:00 PM,05:15 PM,Tu Th             ,BENDM,00G36,13
Electrical and Computer Engr,2295,29563,SPECIAL TOPICS: ELECTRONICS,1060,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:20 PM,07:50 PM,Tu                ,BENDM,00G31,16
Electrical and Computer Engr,2372,16342,PATTERN RECOGNITION,1140,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:30 AM,12:45 PM,Tu Th             ,BENDM,00G37,33
Electrical and Computer Engr,2523,13196,DIGITAL SIGNAL PROCESSING,1050,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,Tu                ,BENDM,00226,31
Electrical and Computer Engr,2555,29565,BIOMEDICAL SIGNAL PROCESSING,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,M                 ,BENDM,00157,19
Electrical and Computer Engr,2647,30211,INTRO TO NONLINEAR CTRL DESIGN,1300,Lecture,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,02:50 PM,Tu                ,BENDM,00G27,17
Electrical and Computer Engr,2774,19633,POWER SYSTEMS ANALYSIS 2,1040,Lecture,Spring Term 2016-2017,Swanson School of Engineering,06:00 PM,08:30 PM,W                 ,BENDM,00G36,22
Electrical and Computer Engr,2795,29566,SPECIAL TOPICS POWER,1010,Lecture,Spring Term 2016-2017,Swanson School of Engineering,05:00 PM,07:30 PM,M                 ,BENDM,00G36,23
Electrical and Computer Engr,2997,13197,"RESEARCH, MS",1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2997,16182,"RESEARCH, MS",1020,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16183,"RESEARCH, MS",1030,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16184,"RESEARCH, MS",1040,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16185,"RESEARCH, MS",1050,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2997,16186,"RESEARCH, MS",1060,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16187,"RESEARCH, MS",1070,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16188,"RESEARCH, MS",1080,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16189,"RESEARCH, MS",1090,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,2
Electrical and Computer Engr,2997,16190,"RESEARCH, MS",1100,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16191,"RESEARCH, MS",1110,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16192,"RESEARCH, MS",1120,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16193,"RESEARCH, MS",1130,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16194,"RESEARCH, MS",1140,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16195,"RESEARCH, MS",1150,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16196,"RESEARCH, MS",1160,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,2
Electrical and Computer Engr,2997,16197,"RESEARCH, MS",1170,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2997,16198,"RESEARCH, MS",1180,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2997,16199,"RESEARCH, MS",1190,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16200,"RESEARCH, MS",1200,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16201,"RESEARCH, MS",1210,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2997,16539,"RESEARCH, MS",1220,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,13198,GRADUATE PROJECTS,1010,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16202,GRADUATE PROJECTS,1020,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16203,GRADUATE PROJECTS,1030,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16204,GRADUATE PROJECTS,1040,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16205,GRADUATE PROJECTS,1050,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2998,16206,GRADUATE PROJECTS,1060,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2998,16207,GRADUATE PROJECTS,1070,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2998,16208,GRADUATE PROJECTS,1080,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16209,GRADUATE PROJECTS,1090,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,4
Electrical and Computer Engr,2998,16210,GRADUATE PROJECTS,1100,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16211,GRADUATE PROJECTS,1110,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16212,GRADUATE PROJECTS,1120,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16213,GRADUATE PROJECTS,1130,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2998,16214,GRADUATE PROJECTS,1140,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16215,GRADUATE PROJECTS,1150,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16216,GRADUATE PROJECTS,1160,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16217,GRADUATE PROJECTS,1170,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16218,GRADUATE PROJECTS,1180,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16219,GRADUATE PROJECTS,1190,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16220,GRADUATE PROJECTS,1200,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16221,GRADUATE PROJECTS,1210,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2998,16540,GRADUATE PROJECTS,1220,Directed Studies,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,13199,MS THESIS,1010,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16222,MS THESIS,1020,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16223,MS THESIS,1030,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,5
Electrical and Computer Engr,2999,16224,MS THESIS,1040,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16225,MS THESIS,1050,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2999,16226,MS THESIS,1060,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16227,MS THESIS,1070,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16228,MS THESIS,1080,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16229,MS THESIS,1090,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16230,MS THESIS,1100,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,3
Electrical and Computer Engr,2999,16231,MS THESIS,1110,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16232,MS THESIS,1120,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,2
Electrical and Computer Engr,2999,16233,MS THESIS,1130,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,3
Electrical and Computer Engr,2999,16234,MS THESIS,1140,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,3
Electrical and Computer Engr,2999,16235,MS THESIS,1150,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16236,MS THESIS,1160,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,3
Electrical and Computer Engr,2999,16237,MS THESIS,1170,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16238,MS THESIS,1180,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2999,16239,MS THESIS,1190,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,2999,16240,MS THESIS,1200,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2999,16241,MS THESIS,1210,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,1
Electrical and Computer Engr,2999,16541,MS THESIS,1220,Thesis Research,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,01238,0
Electrical and Computer Engr,3162,27259,ADV COMPUTER MICROARCHITECTURE,1210,Lecture,Spring Term 2016-2017,Swanson School of Engineering,11:00 AM,12:15 PM,Tu Th             ,BENDM,00226,7
Electrical and Computer Engr,3893,13200,GRADUATE SEMINAR,1030,Seminar,Spring Term 2016-2017,Swanson School of Engineering,12:00 PM,12:50 PM,W                 ,BENDM,00G29,76
Electrical and Computer Engr,3998,13202,PHD INDEPENDENT STUDY,1010,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,2
Electrical and Computer Engr,3998,16272,PHD INDEPENDENT STUDY,1020,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,3
Electrical and Computer Engr,3998,16273,PHD INDEPENDENT STUDY,1030,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,4
Electrical and Computer Engr,3998,16274,PHD INDEPENDENT STUDY,1040,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16275,PHD INDEPENDENT STUDY,1050,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16276,PHD INDEPENDENT STUDY,1060,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16277,PHD INDEPENDENT STUDY,1070,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16278,PHD INDEPENDENT STUDY,1080,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16279,PHD INDEPENDENT STUDY,1090,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16280,PHD INDEPENDENT STUDY,1100,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,4
Electrical and Computer Engr,3998,16281,PHD INDEPENDENT STUDY,1110,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
Electrical and Computer Engr,3998,16282,PHD INDEPENDENT STUDY,1120,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16283,PHD INDEPENDENT STUDY,1130,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16284,PHD INDEPENDENT STUDY,1140,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16285,PHD INDEPENDENT STUDY,1150,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,1
Electrical and Computer Engr,3998,16286,PHD INDEPENDENT STUDY,1160,Independent Study,Spring Term 2016-2017,Swanson School of Engineering,12:00 AM,12:00 AM,By Appt           ,BENDM,00348,0
